p_name,policy_id,introduction,policy_type,support,operating_period,application_period,scale,p_region,p_age_max,p_age,p_region_income,p_education,p_major,p_employment,p_characteristic,detail,restriction,procedure,announcement,m_site,document,etc,a_name,m_name,a_site1,a_site2
청년창업 일자리 창출 특례보증 및 이차보전,R2021021802205,"청년 창업자에게 금융지원(특례보증, 이차보전)","주거·금융, 생활비지원 및 금융 혜택",- 융자 : 최대 5천만원 이내- 이차보전 : 연 1.5퍼센트 (4년간),2021년 하반기,미정,-,인천,39,만 0세 ~ 39세,만 39세 이하 청년으로 창업 후 5년이하 소기업 및 소상공인,제한없음,제한없음,제한없음,제한없음,-,#NAME?,#NAME?,-,http://www.icsinbo.or.kr,"신분증, 사업자등록증 등 증빙서류",-,일자리경제본부 소상공인정책과,인천신용보증재단,http://in2youth.kr/bbs/board.php?bo_table=intoyou_01&wr_id=51,http://in2youth.kr/
전입대학생 지원,R2021031101627,다른 지역 학생이 학업을 목적으로 논산시로 전입한 경우 거주기간 동안 생활안정 지원을 통해 학업정진을 도모하고 시의 지역발전 기반구축 및 지역경제 활성화,"주거·금융, 생활비지원 및 금융 혜택","대상이 된 년도부터 해마다 20만원씩 3년간 지원
전입대학생증으로 시에서 운영하는 문화, 예술 공연 및 시설 등을 이용할 경우 20퍼센트 이내에서 할인",2021.08.31.~2021.09.30.,2021. 9월 중,100명,충남 논산시,999,제한없음,지급기준일 이전 1년 이상 계속 거주한 전입 대학생,제한없음,제한없음,제한없음,제한없음,"- 지급기준 일 (8월 말) 이전 1년 이상 계속 거주
- 휴학한 경우 지급 잔여기간에 휴학 기간을 산입하지 않음",-,관할 주소지 읍·면·동사무소 민원실 방문신청,신청자격 적정여부 확인 후 생활안정지원금 지급,방문신청,"전입대학생 생활안정지원금 신청서
재학증명서
본인명의 통장사본",-,친절행정국 자치행정과,-,https://www.nonsan.go.kr/kor/html/sub05/050501.html,https://www.nonsan.go.kr/_module/viewer_skin/doc.html?fn=e53031e13ee59cfacc500cee58a5cfb0&rs=/_module/viewer_output/050501/
중소기업 취업청년 전월세보증금 대출,R2021021800111,중소기업에 취업한 청년들에게 저리의 중소기업 취업청년 전월세보증금을 대출,"주거·금융, 생활비지원 및 금융 혜택","- 중소기업에 취업한 청년들에게 1.2퍼센트 이자로 전월세보증금 대출- 전세금액의 80~100퍼센트 대출, 최대 1억원   ※ 1년 미만 재직자의 경우 대출한도가 2천만원 이하로 제한될 수 있음- 이용기간 2년(4회 연장하여 최장 10년 가능)",상시,상시 ※ 임대차계약서상 잔금지급일과 주민등록등본상 전입일 중 빠른 날로부터 3개월이내까지 신청 ※ 계약갱신의 경우에는 계약갱신일(월세에서 전세로 전환계약한 경우에는 전환일)로부터 3개월이내에 신청,-,중앙부처,34,만 19세 ~ 34세,"- 만 19세 이상 ∼ 만 34세 이하 청년 (병역의무를 이행한 경우 복무기간에 비례하여 자격기간을 연장하되 최대 만 39세까지 연장)- (계약) 주택임대차계약을 체결하고 임차보증금의 5퍼센트 이상을 지불한 자- 부부합산 연소득 5천만원 이하(외벌이 3천5백만원 이하), 순자산가액 2.92억원 이하 무주택 세대주(예비세대주 포함)- 중소·중견기업 재직자 또는 중소기업진흥공단, 신용보증기금 및 기술보증기금의 청년창업 지원을 받고 있는 자 - 임차보증금 2억원 이하 - 임차 전용면적 85㎡ 이하 주택과 오피스텔  ※ 상세내용 모집공고 참고",제한없음,제한없음,중소기업 취업자 또는 청년창업자,중소중견기업,은행영업점- 우리은행 : 1599-0800- kb국민은행 : 1599-1771- IBK 기업은행 : 1566-2566- 농헙 : 1588-2100- 신한은행 : 1599-8000,"- (주택도시기금대출) 성년인 세대원 전원(세대가 분리된 배우자 및 자녀, 결혼예정 배우자, 배우자의 직계존속과 동거세대를 구성하는 경우 배우자의 직계존속 포함)이 기금 대출을 이용 중이면 대출 불가- (전세자금대출 및 주택담보대출) 차주 및 배우자(결혼예정 또는 분리된 배우자 포함)가 전세자금대출 및 주택담보대출을 이용 중이면 대출 불가- (임차중도금대출 중복예외허용) 한국주택금융공사 주택보증서 담보로 취급된 기금 임차중도금(잔금포함) 대출을 이용 중인 대출자가 타 물건지에서 한국주택금융공사 주택보증서 담보로 기금 또는 은행재원 전세대출을 이용하고자 하는 경우  ※ 상세내용 모집공고 참고",#NAME?,-,http://nhuf.molit.go.kr/FP/FP05/FP0502/FP05020601.jsp,#NAME?,"유의사항- 대출 취급 후 주택취득이 확인된 경우에는 본 대출금을 상환하여야 함- 본 대출상품은 2021년 12월 31일까지 신청 가능하며, 생애 중 1회만 이용 가능- 쉐어하우스 입주자의 경우 본 대출상품 이용 불가- 본 대출상품은 시중은행 전세자금대출, 제2금융권 전세자금대출 대환 불가- 본 대출상품은 임차중도금 대출 불가- 주택도시보증공사 보증서를 담보로 취급된 경우 추가대출 및 대출이용기간 중도 목적물 변경 불가  ※ 상세내용 모집공고 참고",국토교통부 주택기금과,주택도시보증공사,http://nhuf.molit.go.kr/FP/FP05/FP0502/FP05020601.jsp,http://nhuf.molit.go.kr/
청년희망키움통장,R2021031100646,일하는 청년 생계급여 수급자가 청년희망키움통장을 통해 본인의 가처분소득 감소 없이(본인 저축액 없음) 자산을 축적하도록 지원,"주거·금융, 생활비지원 및 금융 혜택",근로-사업소득공제액 10만원과 근로소득장려금 지원,2021.01.~2021.12.,2월~11월 매월 모집(10회),,서울 마포구,39,만 15세 ~ 39세,신청 당시 가구의 근로사업소득이 기준중위소득 30퍼센트 이하인 자,제한없음,제한없음,기타(가입기간 동안 지속적으로 근로·사업소득이 발생하는 활동을 하여야 함 ),"저소득층,기타(가입기간 동안 지속적으로 근로·사업소득이 발생하는 활동을 하여야 함 )",-,-,지원신청(동주민센터) ⇒ 신청자 자격조사(시군구) ⇒ 대상자 결정(시군구) ⇒ 결과 통보(시군구) ⇒ 본인저축 ⇒ 사례관리 등(지역자활센터),-,http://www.hopegrowing.com,"참여 신청서, 저축동의서, 개인정보제공 및 활용동의서, 소득관련 증빙서류 등",-,마포구청 생활보장과,-,https://www.mapo.go.kr/site/main/board/notice/242633?cp=1=%ED%9D%AC%EB%A7%9D%ED%82%A4%EC%9B%80=BA_REGDATE=DESC=list=notice=false=false=false=true,http://www.hopegrowing.com
한시적 양육비 지원,R2021021802528,양육비를 지급받지 못하여 자녀의 복리가 위태롭게 될 우려가 있는 가정에 양육비를 지원하여 자녀의 안전한 양육환경 조성,"주거·금융, 생활비지원 및 금융 혜택",미성년 자녀 1인당 20만원씩 9개월동안 지원,2021.01.01.~2021.12.31.,2021.01.01.~2021.12.31.,50명,경기 고양시,999,제한없음,양육비 채무자로부터 미성년(만 19세 미만) 자녀 양육비를 지급받지 못하고 있는 기준중위소득 75퍼센트이하의 고양시 1년 이상 거주 양육비 채권자,제한없음,제한없음,제한없음,저소득층,양육비소송 인용결정 확정일로부터 1년 이내 신청,"국민기초생활보장법에 따른 생계급여 수급자
긴급복지지원법에 따른 생계지원 수급자
한부모가족지원법에 따른 아동양육비 수급자
양육비 이행확보 및 지원에 관한 법률에 따른 한시적 양육비 긴급지원 대상자",고양시청 여성가족과 방문신청,개별안내,-,"지원신청서 및 개인정보제공동의서, 주민등록 등.초본, 가족관계증명서, 양육비소송 인용결정 확정문, 건강보험료 납부확인서, 통장사본",-,고양시청 복지여성국 여성가족과,주관기관과 동일,http://www.goyang.go.kr/news/user/bbs/BD_selectBbs.do?q_bbsCode=1090&q_bbscttSn=20210527154254824&q_estnColumn1=All,http://www.goyang.go.kr/www/index.do
빈곤 청년에 대한 근로인센티브 확대,R2021021800167,"기초생활수급가구 청년의근로소득공제 확대, 근로인센티브 강화, 부양의무자 기준 완화 지원 등 빈곤 청년에 대한 근로인센티브 확대","주거·금융, 생활비지원 및 금융 혜택","(근로소득공제 확대)
- 교재비·주거비 인상 등 물가상승률을 고려하여 기초생활수급가구 청년의 근로소득 공제율이 상향 조정됨
(근로인센티브 강화)
- ’18년 4월부터는 수급자인 청년의 자산형성 지원을 위해 ‘청년 희망키움 통장’ 시행 등을 통해 근로인센티브를 지속적으로 확대하고 있음
(취업에 따른 자립지원별도가구 보장)
- 만 18세 이상 34세 이하의 수급가구 자녀일 경우 취업 후 가족과 동거 유지 시 소득·재산 분리 기간을 기존 3년에서 고교 졸업후 7년, 대학 졸업후 5년으로 연장 가능
(부양부담 경감) 
- 자립지원 별도가구 보장 중인 부양의무자로서 월 소득 258만원 이하인 만 18세 이상 34세 이하 청년 1인 가구주에 대해서는 부양비 면제
(학비 대출 지원) 
- 빈곤의 대물림 방지를 위해 수급자 및 부양의무자 가구의 만 18세 이상 34세 이하 대학생·청년에 대해 등록금 및 학자금 대출의 부담 경감
(근로빈곤층 취업우선 지원제도 개선) 
- 자활사업 배치가 필요한 모든 조건부수급자에 대하여 자활지원계획수립 상담을 통한 자활역량평가를 실시하여 평가점수 60점 이상자는 취업성공패키지 사전단계에 의뢰가능",연중,상시,-,중앙부처,34,만 18세 ~ 34세,제한없음,제한없음,제한없음,재직자 및 자영업자,저소득층,"근로소득공제: 대학생 및 만 18세 이상 24세 이하
- 소득에서 40만원 우선 공제 후 30프로 추가 공제
- 대학생 등록금 제출 공제",제한없음,-,-,http://www.bokjiro.go.kr,-,"본 정책은 별도의 지원 사업이 아니며, 기초생활수급자 선정 시 적용하는 완화된 기준임",보건복지부 기초생활보장과,읍면동 주민센터,http://www.mohw.go.kr/react/al/sal0301vw.jsp?PAR_MENU_ID=04&MENU_ID=0403&CONT_SEQ=365146,http://www.bokjiro.go.kr
청년활동 포인트제,R2021021803098,청년 시정 참여 기회 제공,"주거·금융, 생활비지원 및 금융 혜택","활동 항목에 따라 포인트 부여(항목별 500~10,000포인트)
① 신규가입 포인트 : 가입시 자동승인
② 포인트제 추천인 : 가입시 추천인의 이름과 휴대폰 뒷번호(4자리)입력
③ 개인 SNS에 시정 홍보글 작성 : 10일이상 홍보된 게시물 화면 캡쳐 / 1일 5건 이내
④ 시 주관 강의, 교육 등 - 간단한 후기(일시, 장소, 행사명, 주관부서, 인증사진 등) 게시
    ※ 관광지 내 행사 관광지 방문 포인트와 중복부여 불가
⑤ 관광지 방문 : 1일 2곳 이내, 동일장소 년 2회 이내
    - 관광지 방문후 일시, 장소, 인증사진, 후기작성
    - 관광지는 게시된 목록 내의 관광지와 기타 담당자가 인정할 만한 방문만 포인트 적립 승인
    ※ 인증사진이라함은 : 본인 확인이 가능한 상반신 인증사진
⑥ 봉사활동
    - 순천시 및 관련 단체 봉사활동 후 간단후기(일시, 장소, 주관부서, 인증사진) 게시 → 담당자 해당단체에 참여확인후 적립",2021.02.~2021.11.30.(예산소진시까지),상시(지원금 소진시까지),-,전남 순천시,39,만 19세 ~ 39세,순천시정에 참여하는 만19세 이상 만39세 이하 청년(타 지역청년도 참여 가능),제한없음,제한없음,제한없음,제한없음,-,"만 18세 이하, 만 40세 이상",순천시청 홈페이지 및 순천시 청년센터 블로그를 통한 회원 가입 및 포인트 적립 신청,-,https://www.suncheon.go.kr/kr/talk/0006/0002/,-,-,순천시청 투자일자리과,-,https://blog.naver.com/suncheonyouth/222264338848,https://www.suncheon.go.kr/
청년희망키움통장,R2021021803235,일하는 생계급여 수급 청년이 자립에 필요한 자산을 형성할 수 있도록 재정적으로 지원함으로써 자립역량 도모,"주거·금융, 생활비지원 및 금융 혜택","- 매월 생계급여액 지급시 공제되는 청년의 근로사업소득 10만원과 근로소득 장려금을 저축하는 방식으로 지원- 소득에서 참여자 소득 대비 일정비율의 근로소득 장려금(1인 평균 31만 6천원)- 3년 후 평균 1,500만원 적립(월 저축액 : 근로소득사업 공제액 10만원, 근로소득장려금(1인 평균 31만 6천원))",2021.01.01.~2021.12.31.,2021.02. ~ 2021.11.(매월 상시 15일까지 접수),258명,경북,39,만 15세 ~ 39세,(생계수급청년)소득인정액이 기준중위소득 30퍼센트이하인 가구의 청년 중- 청년 본인의 근로·사업소득 발생- 신청당시 청년본인의 총 근로·사업소득이 1인가구 기준 중위소득 20퍼센트이상,제한없음,제한없음,"재직자, 자영업자",제한없음,"만기 시(3년) 후 3개월 이내 탈수급, 사용용도 증빙","국가 또는 지자체가 인건비 전액을 직접 지급하는 재정일자리 사업 및 사회적일자리 서비스사업 참여자, 기 지원을 받았거나 복지부 자산형성과 유사한 자산형성지원사업에 참여중인 자취업성공패키지, 청년구직활동지원금 등 정부사업 참여자",주소지 읍면동 및 시군 사회복지부서 신청- (신청) 주소지 읍면동 주민센터 > (확인심사) 시군에서 자격심사 확인 후 결과 통보 > 선정 시 가입자 계좌개설,개별 통보,-,"사회복지서비스 및 급여제공(변경)신청서, 저축동의서, 개인정보제공및활용동의서, 금융정보등 제공동의서, 근로활동 및 소득신고서, 관련증빙(재직증명 등)",지원금 받지 못하는 경우1. 통장만기시까지 지급요건 미충족2. (적립중지없이) 연속 6개월 근로사업활동을 하지 않는 경우3. 지급해지시 사용용도 미증빙,시군 사회복지부서,주관기관과 동일,http://www.hopegrowing.com(하나은행 홈페이지),-
청소년 한부모 자립지원,R2021021800180,"24세 이하 청소년 한부모에게 아동양육비, 검정고시학습비, 자립촉진수당 등을 지원하여 조기 자립할 수 있도록 지원","주거·금융, 생활비지원 및 금융 혜택","ㅇ한부모가족증명서 발급(기준 중위소득 72프로 이하)ㅇ아동양육비 등 복지급여 지급(기준 중위소득 60프로 이하)※2021년 5월부터 시행되는 복지급여 지급기준※ -아동양육비  · 소득인정액이 기준 중위소득 60프로 이하인 청소년 한부모가족의 자녀(월 35만원)   · 국민기초생활보장법에 따른 생계급여를 지원받는 청소년 한부모가족의 만 18세 미만 자녀(월 25만원)   * 21.5월부터 적용 월 25만원  -아동교육지원비(학용품비) : 소득인정액이 기준 중위소득 52프로 이하인 가족의 중학생, 고등학생 자녀(자녀 1인당 연 8.3만원)  -생활보조금 : 한부모가족복지시설에 입소한 가족 중 소득인정액이 기준 중위소득 52프로 이하인 가족(가구당 월 5만원) -검정고시학습비 : 소득인정액이 기준 중위소득 60프로 이하인 가족으로서, 부 또는 모가 검정고시를 준비하는 경우(가구당 연 154만원 이내)  -고등학생 교육비 : 소득인정액이 기준 중위소득 60프로 이하인 가족으로서, 부 또는 모가 고등학교에 재학하는 경우(수업료, 입학금 실비)  -자립촉진수당 : 소득인정액이 기준 중위소득 60프로 이하인 가족으로서 부 또는 모가 학업이나 취업활동을 하는 경우(가구당 월 10만원)",-,연중 신청,-,중앙부처,24,만 0세 ~ 24세,"ㅇ사별, 이혼 등에 의한 한부모가족으로 다음 조건을 모두 충족하는 자 *한부모가족증명서 발급대상    - 세대주인 모 또는 부가 만 24세 이하 청소년인 경우   - 세대주인 모 또는 부가 만 18세 미만(취학 시 만 22세 미만)의 자녀를 양육하는 경우   - 가구 소득인정액 기준 중위소득 72프로 이하인 경우 ※ 아동양육비 등 복지급여 지원대상은 60프로 이하 *한부모가족 복지급여 지급대상   - 세대주인 모 또는 부가 만 24세 이하 청소년인 경우   - 세대주인 모 또는 부가 만 18세 미만의 자녀를 양육하는 경우   - 가구 소득인정액 기준 중위소득 60프로 이하인 경우",제한없음,제한없음,제한없음,저소득층,-,"ㅇ아동양육비, 생활보조금  - 국민기초생활보장법에 의한 생계급여를 지원받는 경우   * 21.5월부터 아동양육비(월 25만원) 지원 가능  - 긴급복지지원법에 의한 생계지원을 받는 경우  - 아동복지법에 의한 가정위탁양육보조금을 받는 경우 ㅇ아동교육지원비(학용품비), 검정고시학습비  - 국민기초생활보장법에 의한 교육급여  - 장애인복지법에 의한 교육비 지원  - 긴급복지지원법에 의한 교육지원","주민등록 소재지 관할 읍·면·동 주민센터, 복지로 홈페이지에 연중 신청 가능 → 시·군·구청에서 지원 여부 결정 및 지원",-,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=155,#NAME?,-,여성가족부 가족지원과,지방자치단체,http://www.mogef.go.kr/sp/fam/sp_fam_f007.do,http://www.mogef.go.kr
출산장려금 등 지원,R2021031101989,"출산장려금 지급으로 자녀의 출산, 양육에 소요되는 경제적 부담을 경감하여 출산율 저하에 따른 인구감소에 적극 대처하고 출산장려 분위기를 조성","주거·금융, 생활비지원 및 금융 혜택","1. 첫째 신생아 300만원2. 둘째 신생아 300만원3. 셋째 신생아 500만원4. 넷째이상 신생아 800만원(신생아 지원금은 태어난 해 50프로(1차)지급하고, 1년후 50프로(2차)를 지급 한다. 단, 타 시.군.구로 전출한 경우 출산장려금을 지원할 수 없음) 및 산후조리비 50만원, 출산축하용품 지원",2021. 1. ~ 2021. 12.,연중,-,전북 임실군,999,제한없음,"1. 임실군 관내에서 첫째 신생아 이상을 출생한 가정으로서 출생일을 기준으로부나 모가 1년 전부터 계속하여 신청일 현재 관내에 주민등록을 두고 거주하고 있는 가정(단, 거주기간이 1년 경과시 신청 가능)2. 출생신고일 현재 부모가 모두 임실군에 1년미만 거주한 경우 실제 거주기간이 1년 지나면 지원가능",제한없음,제한없음,제한없음,여성,-,해당 없음,영아 출생신고와 함께 주소지 읍면사무소 방문구비서류 제출,해당사항 없음,https://www.imsil.go.kr,1. 신청서2. 통장사본3. 신분증,-,임실군청보건사업과 방문보건팀,-,https://www.imsil.go.kr,http://bogun.imsil.go.kr/index.sko?menuCd=AS04005000000
양육지원금 지원,R2021021803930,저출산으로 인한 인구감소 억제 및 자녀양육에 필요한 경제적 부담 완화로 출산 장려,"주거·금융, 생활비지원 및 금융 혜택","첫째.둘째 20개월까지 10만원, 셋째 이후 60개월까지 30만원*출생한 달의 다다음달 이후 신청시엔느 신청한 달부터 지급",2021.01.01.~2021.12.31.,2021.01.01.~2021.12.31.,"7,000명 (연인원)",경남 거창군,999,제한없음,"6세 미만의 영유아와 부 또는 모가 군에 3개월 이상 주민등록을 두고 거주하는 군민,",제한없음,제한없음,제한없음,제한없음,-,,#NAME?,"- 읍면사무소, 군(인구교육과) 조회, 검토, 신청 익월 10일경 지급",방문접수,"인구증가시책 지원신청서(신분증 지참), 통장 사본, 가족관계증명서",-,거창군청 행정복지국 인구교육과(인구정책담당),해당없음,https://www.geochang.go.kr/portal/Index.do?c=WW0913000000,https://www.geochang.go.kr/
청년기본소득,R2021021802703,"청년의 행복추구, 삶의 질 향상, 건강 수준 향상 등 사회적 기본권 보장","주거·금융, 생활비지원 및 금융 혜택",1인당 연 100만원 지급 (분기별 25만원씩 4분기에 걸쳐 총 100만원 지급),2021.01.~2021.6.,연중,만 24세 청년 해당 명,경기 파주시,24,만 24세 ~ 24세,만24세 청년,제한없음,제한없음,제한없음,제한없음,-,-,인터넷 접수,연중,https://apply.jobaba.net,주민등록초본,-,파주시 일자리경제과,-,https://dong.paju.go.kr/user/board/BD_board.view.do?bbsCd=9007=20210301122806076,https://dong.paju.go.kr/dong/index.do
출산장려금 지원,R2021021803008,저출산 극복과 출산장려 분위기 조성을 위하여 출산아에 대한 장려금을 지원함으로써 경제적 부담 경감 및 인구증가 기여,"주거·금융, 생활비지원 및 금융 혜택","- 첫째 자녀: 50만원, 1회 지급- 넷째 자녀: 260만원, 12개월 분할지급- 다섯째 이후 자녀: 760만원, 12개월 분할지급",2021.01.01.~2021.12.31.,연중,282명,충북 음성군,999,제한없음,부 또는 모가 출생일 기준 6개월 이상 주민등록이 군에 등재되어 거주하고 있고 신생아가 음성군에 출생신고 된 사람,제한없음,제한없음,제한없음,제한없음,출산일로부터 3개월 이내에 신청,"둘째, 셋째 자녀는 출산양육지원금(도비)만 지급","출생신고 시 맞춤형 서비스 행복출산(One-stop) 접수 - 증빙서류 구비 - 신청정보 확인 및 자격확인 후 지원금 지급* 읍,면 행정복지센터(읍,면사무소) 방문 신청, 전입 및 거주기간 미달자는 보건소 및 보건지소 방문 신청, 대법원 전자가족관계등록시스템 온라인 신청",출산장려금 신청 접수 다음달 말까지 지급,-,"신청서 1부, 거주기간이 불분명할 경우 증빙할 수 있는 서류",거주기간 6개월 미만인 경우에는 6개월이 속하는 달까지 계속해서 부 또는 모의 주민등록이 군에 등재되어 있을 경우 출산장려금 지급 가능,음성군청 건강증진과 모자보건팀,주관 기관과 동일,https://www.eumseong.go.kr/health/contents.do?key=584,https://www.eumseong.go.kr/
소상공인 특례보증 및 이차보전,R2021021802604,담보력·신용도가 부족한 소상공인(청년사업가 포함)에게 특례보증 및 이차보전 지원을 통해 실질적 금융혜택을 부여,"주거·금융, 생활비지원 및 금융 혜택","- 보증금액 : 업체당 최대 3천만원- 보증기간 : 5년(1년 거치, 4년 균등분할 상환)- 이차보전 : 1~2퍼센트1. 신용 5~9등급 : 1퍼센트 보전2. 우대지원(모자가정, 다문화가정, 장애인, 착한가격업소, 청년사업가(만19~34세)) : 1퍼센트 보전＊우대지원 혜택 : 대출금리 추가인하(0.2퍼센트)",2021.02.22.~보증한도 소진 시,2021.02.22.~보증한도 소진 시,-,경기 시흥시,999,제한없음,"주민등록등본 상 시흥시 2개월 이상 거주, 사업자등록증 상 시흥시 2개월 이상 사업장 운영하는 자",제한없음,제한없음,자영업자,"주민등록등본 상 시흥시 2개월 이상 거주, 사업자등록증 상 시흥시 2개월 이상 사업장 운영하는 자",-,"1. 신청일 현재 대표자가 금융기관으로부터 신용불량 거래처로 분류되어 있는 경우(여신거래 불가능 업체)2. 신청일 현재 사업장 또는 대표자의 거주 주택이 압류, 가압류, 가처분 또는 경매 진행 중인 경우3. 신청일 현재 지방세를 체납하고 있는 경우4. 보증제한 업종(투기, 사치성, 미풍양속 저해 업종, 무점포소상공인 등) 관련자료 공고문 참조5. 허위 또는 기타 부정한 방법으로 신청한 경우",- 경기신용보증재단 사이버보증센터에서 온라인 상담 및 접수- 경기신용보증재단 시흥지점 직접 방문 및 상담1. 경기신용보증재단에 보증신청 접수2. 현지실사(경기신보->신청업체)3. 보증서 발급(경기신보->신청업체)4. 대출신청(신청업체->은행),-,http://www.gcgf.or.kr,"1. 시흥시 소상공인 특례보증 융자지원 신청서2. 사업자등록증 사본3. 국세·지방세완납증명서4. 부가세 과세표준증명원5. 주민등록등/초본6. 사업장 및 거주지 임대차계약서7. 금융거래확인서8. 우대지원확인서(장애인증명서, 가족관계증명서(다문화·모자가정), 착한가격업소 지정서)",-,시흥시청 경제국 소상공인과,주관기관과 동일,http://www.gcgf.or.kr,-
주거안정 월세대출,R2021021800110,월세 부담으로 고민인 청년들에게 청년전용 주거안정 월세자금 대출,"주거·금융, 생활비지원 및 금융 혜택","다음 중 작은 금액으로 산정
1. 호당대출한도 
최대 960만원 (매월 최대 40만원 이내) 
주거급여 수급자의 경우 대출한도에서 주거급여 수급액 금액만큼 제외


2. 담보별 대출한도 
한국주택금융공사 전세대출보증 : 해당 보증 규정에 따름

이용기간: 2년(4회 연장하여 최장 10년 가능)

상환방법:일시상환",상시,"대출한도 - 최대 960만원 ( 월40만원 이내)
대출기간 - 2년 (4회 연장, 최장 10년 이용 가능)",-,중앙부처,999,제한없음,"아래의 요건을 모두 충족하는 자
(계약) 주택임대차계약을 체결하고 임차보증금의 5프로 이상을 지불한 자
(세대주) 대출접수일 현재 민법상 성년인 세대주 
(무주택) 세대주를 포함한 세대원 전원이 무주택인 자
자산 부부합산 순자산가액 2021년도 기준 2.92억원(21.01.01 접수분부터 적용)


(우대형) 아래 중 어느 하나에 해당하는 자 
1) 취업준비생 2) 희망키움통장 가입자 3) 사회초년생 4) 근로장려금 수급자 5) 자녀장려금 수급자  6) 주거급여 수급자
- 대출금리 : 연 1.0프로 [국토부 고시금리(변동금리)]

(일반형) 부부합산 연소득 5천만원 이하자 중 우대형에 해당하지 아니한 자
- 대출금리 : 연 1.5프로  [국토부 고시금리(변동금리)]",제한없음,제한없음,제한없음,제한없음,-,"(중복대출 금지) 주택도시기금대출, 은행재원 전세자금대출 및 주택담보대출 미이용자 
(주택도시기금대출) 성년인 세대원 전원(세대가 분리된 배우자 및 자녀, 결혼예정 배우자, 배우자의 직계존속과 동거세대를 구성하는 경우 배우자의 직계존속 포함)이 기금 대출을 이용 중이면 대출 불가
(전세자금대출 및 주택담보대출) 차주 및 배우자(결혼예정 또는 분리된 배우자 포함)가 전세자금(이주비)대출 및 주택담보대출을 이용 중이면 대출 불가
(학자금대출) 차주 및 배우자(결혼예정 또는 분리된 배우자 포함)가 학자금대출을 이용 중이면 대출 불가(단, 대학교 졸업증명서를 제출하는 경우 제외)",대출조건 확인 - 대출신청 - 자산심사 - 자산심사 결과 정보 송신 - 서류제출 및 추가심사 진행 - 대출승인 및 실행,-,http://nhuf.molit.go.kr/FP/FP05/FP0502/FP05020201.jsp,#NAME?,"임차대상주택이 소재한 도내 영업점에서 취급이 원칙
단, 특별시,광역시는 동 시가 접한 도(특별시, 광역시 포함)와 동일지역으로 운용하고 영업점이 타 도 인접지역에 위치한 경우 타 도의 인접 시,군까지 취급",국토교통부 주택기금과,주택도시보증공사,http://nhuf.molit.go.kr/FP/FP05/FP0502/FP05020201.jsp,http://nhuf.molit.go.kr/
출산지원금 지원,R2021021802527,출산가정의 경제적 부담경감 및 출생을 축하하는 사회적 분위기 조성을 위해 출생아 1인당 70만원(1회성) 지원,"주거·금융, 생활비지원 및 금융 혜택",출생아 1인당 70만원 지원(1회성),2021.01.01.~2021.12.31.,2021.01.01.~2021.12.31.,"5,500명",경기 고양시,999,제한없음,"자녀를 출산한 고양시 거주 가정 중
출산일 기준, 출생아의 친권자 또는 후견인이 1년 이전부터 고양시에 주민등록을 두고 출생아와 동일 세대에 거주",제한없음,제한없음,제한없음,제한없음,"출생일 기준 고양시에 거주한 기간이 1년 미만인 경우에는 출생일 이전부터 시에 1년 이상 주민등록을 두고 계속하여 거주한 때에 지원대상이 되며, 지원대상이 된 날로부터 1년 이내에 신청","출생일 기준 타 시군에 주민등록을 둔 경우
타 시군에 출생신고 후 전입한 경우","방문신청
- 주소지 관할 동 행정복지센터 방문 신청
온라인신청
- 정부24 홈페이지 접속 후 행복출산 원스톱서비스 클릭(https://www.gov.kr/portal/onestopSvc/happyBirth)",즉시 지원자격 여부 확인,정부24 행복출산 (https://www.gov.kr/portal/onestopSvc/happyBirth),"출생증명서 원본(출생신고 당일신청시에만 필요), 신분증",조례개정 및 지원내용 변경 진행중,고양시청 복지여성국 여성가족과,주관기관과 동일,http://www.goyang.go.kr/www/www03/www03_8/www03_8_6/www03_8_6_tab7.jsp,http://www.goyang.go.kr/www/index.do
셋째아 이상 영·유아 양육수당 지원,R2021021803871,우리군 맞춤형·지속가능한 시책발굴로 인구증과 성과 도모와 다자녀 가정의 실질적인 지원방안 마련,"주거·금융, 생활비지원 및 금융 혜택",1인당 월 15만원 지원,연중,연중,130명,경남 남해군,999,제한없음,셋째아 이상 출생 및 전입시 부 또는 모가 3개월 이전부터 계속하여 군에 주민등록을 두고 거주하는 경우,제한없음,제한없음,제한없음,제한없음,"출생일 또는 전입일 다음달 부터 만6세미만 (지원금액: 1인당 15만원, 최대 71개월까지 지원)",주민등록 요건을 미충족한 자(전출 등) 지급중지,"주민등록상 주소지 읍, 면사무소 방문신청",읍·면사무소 신청 > 청년혁신과 접수 > 셋째아 이상 양육수당지급,http://www.namhae.go.kr,신청서 및 구비서류(공통),이 경우 신청 지연으로 인한 소급지원은 6개월까지 가능함,남해군청 청년혁신과 남해정착지원팀,주관기과과 동일,https://www.namhae.go.kr/support/Index.do?c=SP0701000000,http://www.namhae.go.kr
