p-name,policy-id,introduction,policy-type,support,operating-period,application-period,scale,p-region,p-age-max,p-age,p-region-income,p-education,p-major,p-employment,p-major,detail,restriction,procedure,announcement,m-site,document,etc,a-name,m-name,a-site1,a-site2
부산 드림아파트 공급,R2021031101027,대중교통이 편리한 상업지역에 규제완화를 통해 청년계층에게 주변시세보다 저렴하게 8년간 임대주택을 공급하는 정책,"주거·금융, 주거지원","- 세대별 전용 60 이하 주택을 젊은 계층 우선 공급: 주변 시세의 80프로 이하로 공급
* 거주기간 : 8년 의무임대 조건(임대료 상승 연5프로 이내)
- 규제완화, 기금지원, 세제지원, 행정지원 등",2021.01.01.~2021.12.31.,임차인 모집공고~ 모집 마감 시까지,22년 목표 2500호,부산,999,제한없음,"부산거주 대학생, 사회초년생, 신혼부부, 다자녀가구, 산단근로자
* 부산시 지정 우수 중소기업 근로자에게 우선 공급",제한없음,제한없음,"미취업자, 재직자",제한없음,-,-,"- 임차인 모집방법 : 구청장, 군수에게 임차인모집신고 후, 부산광역시를 주된 보급지역으로 하는 일간지 1곳 이상에 공고
- 공고문에 따라 신청",사업시행자 홈페이지(직접연락),사업시행자 홈페이지(방문),개별공고 확인,담당부서: 부산광역시 주택정책과(051-888-3534),부산광역시청 건축주택국 주택정책과,민간시행(협약체결),https://www.busan.go.kr/build/dreamAPT,https://www.busan.go.kr/build/index
여성장애인 출산비용 및 지원금,R2021021802892,출산비용 지원으로 경제적 부담을 경감하고 출산 친화적인 문화 조성을 통한 삶의 질 개선에 기여,"주거·금융, 생활비지원 및 금융 혜택","- 출산비용 지원: 모든 등록 여성장애인 100만원 지급- 출산지원금 : 심한장애인 150만원, 심하지않은장애인 100만원(단, 출생비보건복지부 출중복둘째 100만원 등 출생순위별 50만원씩 차등지급(단양사랑상품권)",2021.01.01.~2021.12.31.,예산 소진시 까지,28명,충북 청주시,999,제한없음,"등록여성장애인 중 출산 및 유산·사산한 자, 신생아 출생일 기준 6개월 이전부터 신청일 현재까지 청주시 주민등록 거주자",제한없음,제한없음,제한없음,제한없음,-,-,신청.접수(관할 읍면동) - 검토(시청) - 지급(지급),-,-,"신청자 신분증, 신청서(출산비용지원신청서), 출생증명서, 주민등록등본",-,청주시 노인장애인과,주관 기관과 동일,https://cheongju.go.kr/sangdang/selectBbsNttView.do?key=1018&bbsNo=511&nttNo=100097&searchCtgry=&searchCnd=SJ&searchKrwd=여성장애인&pageIndex=1&integrDeptCode=000100186,https://cheongju.go.kr
청년미래공동체주택 공급,R2021031100631,"서울주택도시공사에서 신축건물을 매입하여 서대문구에 맞춤형 임대주택으로 공급. 독립, 민주유공자와 유가족, 청년 1인가구, 신혼부부를 위한 맞춤형 공공임대주택","주거·금융, 주거지원","임대가격을 주변시세의 30~50퍼센트 수준의 임대주택 제공, 최장 만39세까지 거주 가능",2021.01.01.~2021.12.31.,입주자 모집공고에 따름,"13명(남 10명, 여 3명)",서울 서대문구,35,만 19세 ~ 35세,입주자 모집 공고일(2021. 04. 19.) 현재 서울특별시에 주민등록이 등재된 무주택세대구성원으로서 아래의 자격을 갖춘 자1. 만19세~39세 이하(신청일 기준)로 혼인중이 아닌 자2. 취업준비생 또는 근로(사업)소득자3. 전년도 도시근로자 가구당 월평균소득의 70퍼센트 이하인 자4. 추후 설립할 청년협동조합의 조합원으로 가입하고 성실하게 활동할 것을 동의하는 자,대졸 예정,제한없음,제한없음,제한없음,-,대학생,1. 서대문구청 홈페이지에 접속하여 신청서 및 증빙서류 양식 다운2. 구비 서류 양식 작성 및 증빙서류 구비3. 이메일 신청입주자 모집공고시 입주신청,서대문구청 홈페이지 게시 및 개별 문자 통보(수시),-,"1. 입주신청서 1부2. 취업준비생 : 건강보험자격득실확인서 1부3. 근로(사업)소득자 : 재직증명서 및 건강보헌자격득실확인서 1부4. 졸업예정자 : 졸업예정증명서 1부5. 신청자 주민등록등·초본 각 1부6. 신청자 가족관계증명서 1부 (상세로 발급, 주민등록번호 전부 표기)7. 개인정보수집, 처리 및 제3자 이용동의서 1부8. 금융정보 등 제공동의서 1부9. 자산보유사실확인서 1부10. 입주지원서 1부",-,서대문구청 사회복지과,-,http://www.sdm.go.kr/news/notice/notice.do?mode=view=82=256002,https://www.sdm.go.kr/index.do
나주학사,R2021021803107,학생들의 주거 안정과 면학편의 제공을 위해 나주학사 운영,"주거·금융, 주거지원","내발산동 공공기숙사 20호(40실(남16명, 여24명))",2021.01.01.~2021.12.31.,연중 수시 선발,40명,전남 나주시,27,만 18세 ~ 27세,"본인 또는 보호자(부 또는 모)가 1년 이상 계속하여 나주시에 주민등록을 둔 사람으로 수도권(서울특별시, 인천광역시, 경기도) 소재 4년제 이상 대학의 신입생 또는 재학생",대학 재학,제한없음,제한없음,제한없음,-,"퇴학, 정학 및 휴학중인 자
정신상의 사유로 공동생활에 부적합한 학생
입사생 학사 수칙의 퇴사요건에 해당되어 퇴사한 학생",나주시청 홈페이지에 접속하여 신청서 다운로드 및 구비서류 확인,서류심사후 홈페이지게시(2021.02.07.),방문 접수(나주시청 혁신도시교육과 인재육성팀),"입사원서, 주민등록등(초)본, 가족관계증명서, 졸업증명서, 성적증명서, 재학증명서, 건강보험납부확인서 및 자격확인서, 개인정보 제공 동의서 등",-,나주시청 혁신도시교육과,-,http://www.naju.go.kr/www/administration/notice/legislation?idx=27157&search-type=title&search-word=%EB%82%98%EC%A3%BC%ED%95%99%EC%82%AC&mode=view,http://www.naju.go.kr
청년희망키움통장,R2021031101218,"일하는 청년 생계 수급자가 청년희망키움통장을 통해 본인의 가처분 소득 감소없이 자산을 축적하고, 청년의 자립을 위한 특화된 금융교육과 복지서비스 및 근로유인보상 체계의 결합으로 빈곤의 대물림 예방","주거·금융, 생활비지원 및 금융 혜택",1. 근로소득공제금 10만원2. 본인소득에 비례한 일정비율 장려금 지원,2021.01.01.~2021.12.31.,2021.02.01~2021.11.19.,6명,부산 기장군,39,만 18세 ~ 39세,중위소득 30퍼센트 이하인 가구의 생계수급 청년,제한없음,제한없음,제한없음,제한없음,통장가입기간 3년 이내 생계급여 탈수급해야함,지원금을 한번이라도 수령한 경우 해당사업 재가입 불가(희망키움통장 1 중복안됨).,"거주 읍면사무소에서 신청, 군에서 지원대상자 선정및 결정처리",개별로 등기우편으로 결과 발송,-,청년희망키움통장 참여신청서,-,기장군청 교육행복국 복지정책과 생활보장팀,-,https://www.gijang.go.kr/index.gijang?menuCd=DOM-000000103005002008,https://www.gijang.go.kr/index.gijang
증평군 전입정착금 지원사업,R2021021802981,"관내 전입 대학생, 직업군인(군무원) 및 근로자의 안정적인 정착을 지원","주거·금융, 생활비지원 및 금융 혜택",증평사랑으뜸상품권 20만원,2021.01.~2021.12.,상시,150명,충북 증평군,999,제한없음,#NAME?,제한없음,제한없음,"재직자, 대학생",군인(군무원),-,-,증평군청 기획감사관실 행복인구팀 방문접수 - 신청서 및 증빙서류 제출,-,-,"신청서 1부, 재학·재직·복무확인서 1부",-,증평군청 기획감사관,주관 기관과 동일,https://www.jp.go.kr,-
신혼부부 보금자리 대출이자 지원 사업,R2021021803184,"신혼부부 가정에 대한 주거비용 지원을 통해 경제적 안정 및 주거 안정을 도모함으로써 결혼, 출산하기 좋은 환경 조성","주거·금융, 주거지원","주거자금(전세, 구입) 대출 잔액의 2프로(최대 1백만원) 지원",2021.01.~2021.12.,연중,-,전남 해남군,49,만 49세 이하,"아래 기준에 모두 해당하는 관내 거주 부부- 2018.02.09. 이후 혼인신고한 부부 *혼인신고일로부터 5년 이내 신청- 1명 이상이 관내에 6개월 이상 주민등록을 두고 거주- 부부 모두 만 49세 이하- 부부 합산 연소득 1억원 이하- 주거자금(전세, 주택 구입) 용도로 금융권 대출을 받은 자, 무주택자 또는 대출받아 구입(신축)한 주택 외에 부부 소유의 다른 주택이 없는 자",제한없음,제한없음,제한없음,기타(신혼부부),"신청일 기준 연 1회, 혼인신고일 기준 5년 간 추가 지원 가능","1가구 다주택 소유자, 국가나 지방자치단체 등으로부터 주거급여 수급자 및 유사 주거 자금 대출이자 지원 등을 받고 있는 자 등",방문 접수,서류 (적격 확인),방문 신청,"신청서, 서약서 및 동의서, 지방세 세목별 과세증명서(부부 각 1부), 소득금액 증명원또는 소득없음 사실증명원(부부 각 1부), 임대차 계약서 사본(전세권 설정등기 등 확인서류) 또는 부동산 등기부 등본, 금융권발행 주택자금 대출확인서류, 신청자 신분증 및 통장 사본 *대리 신청 시 가족관계증명서 및 대리인 신분증 사본",해당사항 없음,해남군청 인구정책과 출산장려팀,-,http://www.haenam.go.kr/planweb/board/view.9is?dataUid=18e3368f5d542987015d63ee65c202ff&nttId=63327&boardUid=18e3368f5fb80fdc015fdc42b7e003e0&contentUid=18e3368f5d745106015d877ab2850a94&layoutUid=&pBoardId=BBSMSTR-000000000621,http://www.haenam.go.kr/
3쾌한 주택자금 지원,R2021021802936,"결혼, 출산, 주거문제를 상쾌하게 해결하여 출산과 양육에 유리한 환경을 조성하여 저출산 극복","주거·금융, 주거지원","주택자금지원금 또는 출산자금지원금 중 택 1
1.주택자금 선택 시 
○ 첫째아 : 150만원
○ 둘째아 : 최대 1,000만원
○ 셋째아 : 최대 4,000만원

2.출산자금지원금 선택 시
○ 첫째아 : 120만원
○ 둘째아 : 800만원
○ 셋째아 이상 : 3,200만원",2021. 1월  ~ 12월,2021.1.1.~2021.12.31.,-,충북 제천시,999,제한없음,"2021년 1월 1일 이후 출생아를 둔 가정
* 주택자금 선택 시 주택자금대출 후 3년 이내 가능",제한없음,제한없음,제한없음,제한없음,"주택자금지원은 주택자금대출(매매,전세)을 받은 사람만 신청가능",-,주소지 읍면동 행정복지센터 방문 후 구비서류 제출,대상자 적격 심사 후 선정,방문신청,"신청서 및 개인정보수집 동의서
신청인 신분증
금융거래확인서
거래내역확인서
계좌번호가 표시된 통장사본",-,제천시청 기획예산과,제천시청,https://www.jecheon.go.kr/ysd/selectBbsNttView.do?key=420&bbsNo=107&nttNo=305403,https://www.jecheon.go.kr/
청년 임대료 지원,R2021031101678,임대주택 또는 기숙사 거주 청년에게 임대료 지원(연 50만원),"주거·금융, 생활비지원 및 금융 혜택",월 5만원 월세 지원(신청월부터~12월까지),연중,미정,연 50명,충남 예산군,39,만 18세 ~ 39세,"공고일 기준 1년이상 군내 주민등록을 둔 만 18~39세 1인가구, 건강보험료 기준 중위소득 120프로 이하 임대주택 또는 기숙사 거주자",제한없음,제한없음,제한없음,제한없음,-,-,구비 서류 갖춰 신청기간에 방문접수(예산군청 총무과),공고 및 개별통보,-,"임대차계약서 및 부동산 등기부 등본 각1부,(기숙사 거주 시 기숙사 입사확인서 1부), 통장사본 1부, 주민등록등초본 1부, 건강보험료 납부확인서 1부, 건강보험증(사본)1부, 신분증 1부.",-,행정복지국 총무과,예산군청 행정복지국 총무과,http://www.yesan.go.kr/kor/sub05-12-05-01.do,http://www.yesan.go.kr/
청년희망키움통장 사업,R2021021802998,일하는 생계급여수급 청년의 탈수급과 자립을 향한 꿈을 키워나갈 수 있도록 지원,"주거·금융, 생활비지원 및 금융 혜택",매월 생계급여액 지급시 공제되는 청년의 근로소득에서 10만원을 추가공제하여 저축 지원,연중,연중,생계급여 수급하는 청년 가구원,충북 괴산군,39,만 15세 ~ 39세,15세 이상~39세 이하 괴산 청년,제한없음,제한없음,제한없음,제한없음,#NAME?,-,읍면주민센터에 매월 중순경까지 신청 접수,차수별 모집하여 대상자 선정,방문접수,신청서 접수 및 서류제출,-,괴산군청 주민복지과,주관 기관과 동일,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=16438,https://www.goesan.go.kr/
출산양육지원금 지원사업,R2021021802993,출산장려금을 지원함으로써 경제적 부담을 덜어주고 출산과 양육에 유리한 환경을 조성하여 저출산 문제를 극복하는데 기여하고자 함.,"주거·금융, 생활비지원 및 금융 혜택","- 첫째아 : 2년 분할지급(지원금 200만원)신청시 100만원, 12개월 후 50만원, 24개월 후 50만원 지급- 둘째아 : 2년 분할 지급(지원금 300만원)10만원*12회(120만원), 12개월 후 100만원, 24개월 후 80만원 지급- 셋째아 이상 : 4년 분할 지급(지원금 1,000만원)20만원*12회(240만원), 첫돌 100만원, 두돌 160만원, 세돌 200만원, 네돌 300만원 지급",2021.01.01.~2021.12.31.,연중,1명,충북 괴산군,999,제한없음,영유아 : 출생일을 기준으로 출생아의 부모가 주민등록상 관내 12개월 이상 거주한 자로 관내에 출생신고한 신생아,제한없음,제한없음,제한없음,제한없음,신생아 출생일 기준 3개월 이내에 신청,-,읍면사무소에 출생신고 시 통합신청 또는 보건소에 출산서비스 통합처리 신청,기준심사 후 지원금 지급,서류 접수,신청서 및 출생증명서,-,괴산군청 보건소 건강증진과,주관 기관과 동일,https://www.goesan.go.kr/www/selectBbsNttView.do?key=1097&bbsNo=171&nttNo=48627,https://www.goesan.go.kr/
청년 금융 특강,R2021031101031,"부산 청년(대학생)들의 금융지식 부족으로 인한 신용.부채관리 실패 및 금융사기 피해방지, 금융마인드 제고","주거·금융, 생활비지원 및 금융 혜택","부산 청년들을 위한 찾아가는 금융 특강 지원
 - 학자금 대출과 부채관리 기초(대학생 신용관리 방법 등)
 - 금융사기 피해사례 및 유의사항
 - 금융사기 예방수칙, 개인정보 유출로 인한 피해예방
 - 금융회사 불완전 판매 예방",2017.03~,연중 수시,연 2회,부산,34,만 18세 ~ 34세,부산청년(대학생 포함),제한없음,제한없음,제한없음,제한없음,-,-,요청기관의 신청을 받아 인원 확보 후 교육 실시,-,-,-,담당부서: 부산광역시 서비스금융과(051-888-4871),부산광역시청 일자리경제실 서비스금융과,-,http://www.busan.go.kr/young/life08,https://www.busan.go.kr/build/index
출산축하금 및 출산축하상품권 지원,R2021021802954,옥천군 인구 증가유도 및 출산을 장려하는 분위기 조성 및 출산 가정내 경제적 부담 경감,"주거·금융, 생활비지원 및 금융 혜택","출생순위별 출산축하금 지원(첫째아 30만원, 둘째아 50만원, 셋째아 이상 100만원 지급, 쌍생아 이상의 경우 각각 1인으로 봄)출산용품(100만원 지역상품권 지급)",2021.01.01.~2021.12.31.,2021.01.01.~2021.12.31.,200명,충북 옥천군,999,제한없음,"아기 출생일기준 부 또는 모가 옥천군에 주민등록을 두고 거주한지 1년 이상인 자(혹은 출생신고를 옥천에 한 후, 부 또는 모가 거주 일년째 되는 날 부터 신청가능)",제한없음,제한없음,제한없음,제한없음,"아기 출생일기준 부 또는 모가 옥천군에 주민등록을 두고 거주한지 1년 이상인 자(혹은 출생신고를 옥천에 한 후, 부 또는 모가 거주 일년째 되는 날 부터 신청가능)",-,읍면사무소 방문하여 신청서 작성,접수된 신청서를 토대로 보건소 담당 주무관이 자격 검토 후 개별 통보,-,"출산 서비스 통합처리 신청서, 행정정보공동이용신청서",#NAME?,옥천군청 보건소 건강관리과,옥천군청 보건소 건강관리과,https://www.oc.go.kr/health/selectBbsNttView.do?key=1508&bbsNo=107&nttNo=80499,https://www.oc.go.kr/
서구 산후조리비 지원금,R2021021802292,경제적 부담 경감 및 출산 친화적 사회분위기 조성을 위한 사회적 지원 강화,"주거·금융, 생활비지원 및 금융 혜택",서구 저소득 복지대상자 출생아에 30만원 지원,연중,연중,37명,인천 서구,999,제한없음,2019.7.1 이후 출산하여 서구에 1년 이상 거주하는 부 또는 모,제한없음,제한없음,제한없음,제한없음,-,-,방문 신청,-,방문신청,-,-,가정보육과,-,https://www.seo.incheon.kr/open-content/welfare/life/baby-childbirth.jsp,https://www.seo.incheon.kr/open-content/main/
청년과 어르신 주거공유(한지붕세대공감),R2021031100475,"해당 지역 대학생의 주거 마련을 위해 대학가나 청년이 많이 사는 곳에 할머니, 할아버지가 남는 방을 학생에게 시세보다 저렴한 값에 방을 빌려주는 것","주거·금융, 주거지원","어르신 : 방 1실당 100만원 이내 환경 개선공사 , 생활상의 필요 활동 분담학 생 : 무보증금, 학교와 근접한 주거공간",2021.01.~2021.12.,수시 모집,200건,서울,999,제한없음,- 어르신 : 주택을 소유한 60세 이상 어르신 - 대학생 : 서울시 소재 대학(원) 재학생 및 휴학생,"대학 재학, 석·박사",제한없음,미취업자,학교,,,https://housing.seoul.go.kr 서울주거포털에서 온라인 신청,-,http://housing.seoul.go.kr,개별 공고 참조,-,서울시청 주택정책과,주관기관과 동일,https://housing.seoul.go.kr/site/main/content/sh01-060504,https://housing.seoul.go.kr/
광주청년주거서비스지원,R2021031101268,노후고시원 청년공유공간조성,"주거·금융, 주거지원",노후고시원 리모델링 등 청년주거서비스 지원,2021.01.01.~2021.12.31.,-,연간 30여명,광주,30,만 19세 ~ 30세,"고시원,쪽방,반지하?등?거주?저소득?청년,공공임대주택?우선?공급",제한없음,제한없음,제한없음,제한없음,소득이 없거나 소득이 적은 지역 청년 30여명에게 1~3년 동안 주거공간을 지원해 주거비 부담,-,-,-,-,-,-,광주광역시청 청년정책관,광주광역시 동구,-,-
영동군 출산양육지원금,R2021021802977,저출산에 따른 사회문제에 적극 대처하고 주민 삶의 질 향상과 출산장려 분위기 조성,"주거·금융, 생활비지원 및 금융 혜택","첫째아 350만원(분할), 둘째아 380만원(분할), 셋째아 510만원(분할), 넷째아 이상 760만원(분할)",2021.01.01.~2021.12.31.,2021.01.01~2021.12.31.(연중),670명,충북 영동군,999,제한없음,신생아 출생일 기준으로 3개월 전부터 군내에 주민등록을 두고 실거주하는 보호자(부 또는 모)로 자녀를 군내 같은 세대로 주민등록에 등재* 둘째아 이상 신청 시 신생아 이전 자녀 모두가 영동군에 주민등록을 두어야 함,제한없음,제한없음,제한없음,제한없음,매월 출산양육지원금 지급시 지원조건을 충족하여야 함,-,"읍면사무소 민원실 또는 정부24 사이트 접속 - 구비 서류 양식 작성 및 증빙서류 구비 - (오프라인) 행복출산원스톱서비스 신청 주소지 읍면사무소에서 신청, (온라인) 행복출산원스톱서비스 정부24시 온라인 신청",#NAME?,-,출산 서비스 통합처리 신청서(출산양육지원금 지원신청서),-,영동군청 기획감사관 인구정책팀,주관 기관과 동일,https://www.yd21.go.kr/kr/html/sub05/0503030201.html,https://www.yd21.go.kr/
다가구 등 기존주택 매입임대 사업,R2021031100840,도심내 기초생활수급자 등 도심 내 저소득계층이 현 생활권에서 거주할 수 있도록 기존의 다가구주택 등을 매입하여 수급자 등에게 저렴하게 공급,"주거·금융, 주거지원","시중 전세가의 30퍼센트 수준으로 임대
- 최초 임대 기간 2년, 재계약은 9회 가능(최장 20년)
- 청년매입 임대주택 : 최초 임대 2년 재계약 2회 가능(총 6년)",2021.01.01.~2021.12.31.,공고 시,200호,제주,39,만 19세 ~ 39세,"입주자 모집공고일 현재, 사업대상지역에 주민등록이 등재되어 있는 무주택세대 구성원
- 자격(생계,의료 수급자, 보호대상 한부모가족, 주거지원 시급가구, 저소득 고령자 등)에 따른 세부내역 확인 필요",제한없음,제한없음,제한없음,제한없음,"세대별 주민등록표상의 무주택세대구성원 중 1인만 신청 가능(1세대 1주택 신청)
*세대주, 세대주의 배우자, 세대주의 직계존·비속이 아니어도 공급신청 가능",-,제출 서류 준비하여 주민등록지 주민센터(읍면동사무소) 방문 접수,입주대상자 선정 - 공급주택 확보 - 임대차 계약 - 잔금납부 및 입주,방문접수,"매입임대공급 신청서, 임신진단서
개인정보 수집·이용 및 제3자 제공 동의서, 동일주소 외국인배우자 외국인등록증 사본 국내거소신고증
신청자의 주민등록표등본, 신청자의 주민등록표초본, 신청자의 가족관계증명서, 주민등록표등본","- 문의처 : 064-780-3595, 3592
- 인터넷 : 제주특별자치도개발공사 홈페이지 (http://www.jpdc.co.kr)
- 주소 :  (63309) 제주특별자치도 제주시 첨단로 330(영평동, 세미양빌딩) C동 102호 주거복지팀",제주특별자치도 건축지적과,제주개발공사,http://www.jpdc.co.kr,http://www.jpdc.co.kr
청년 쉐어하우스(청년누리) 운영,R2021031100630,포스코1퍼센트나눔재단과 서대문구가 공동으로 건립한 청년주택으로 청년주거 문제 해소를 목적으로 운영 중인 공공임대주택,"주거·금융, 주거지원","임대가격을 주변시세의 46퍼센트 수준의 임대주택 제공, 최장 만39세까지 거주 가능",2021.01.01.~2021.12.31.,입주자 모집공고에 따름,18명,서울 서대문구,35,만 19세 ~ 35세,"1. 모집공고일 기준 서울시 거주 1인 미혼가구 중 취업준비생
2. 사회초년생, 졸업까지 한 학기가 남은 대학생, 전년도 도시근로자 가구당 월평균소득 70퍼센트",대졸 예정,제한없음,제한없음,제한없음,-,대학생,"1. 서대문구청 홈페이지에 접속하여 신청서 및 증빙서류 양식 다운
2. 구비 서류 양식 작성 및 증빙서류 구비
3. 이메일 신청입주자 모집공고시 입주신청",입주자 모집공고에 따름(사업 수행 기관 심사 진행),-,"1. 신청서
2. 등본,초본,가족관계증명서
3. 개인정보수집동의서
4. 금융정보제공동의서
5. 자산보유사실확인서
6. 입주지원서",-,서대문구청 사회복지과,민달팽이주택협동조합,https://minsnailcoop.com/,-
서구 출산·입양 축하금 지원,R2021021802289,"산모와 신생아의 생명과 건강을 보호, 경제적 부담완화로 건전한 출산과 양육 도모","주거·금융, 생활비지원 및 금융 혜택",출생순위에 따라 첫째아 50만원 둘째아 100만원 셋째아 200만원 넷째아 이상 300만원 일시금 지원,연중,연중,3500명,인천 서구,999,제한없음,2019.7.1이후 출생입양아로 주민등록을 서구에 하고 출생입양일 기준 1년 이전부터 계속해서 서구에 주민등록을 두고 거주하는 부 또는 모,제한없음,제한없음,제한없음,제한없음,-,-,방문 신청,-,방문신청,-,-,가정보육과,-,https://www.seo.incheon.kr/open-content/welfare/life/baby-childbirth.jsp,https://www.seo.incheon.kr/open-content/main/
공동육아나눔터 운영,R2021031101969,"부모들이 양육과 관련된 정보를 공유하고 자녀를 함께 돌보는 활동으로 가족기능 강화 및 공간, 품앗이 활동 등을 통한 육아부담 완화","주거·금융, 생활비지원 및 금융 혜택",1. 양육 정보를 공유2. 자녀를 함께 돌보는 활동으로 가족기능을 강화해 나가는 공간 및 품앗이 활동 지원,2020.01.01.~2020.12.31.,-,-,전북 장수군,999,제한없음,장수군에 거주하는 자녀와 부모,제한없음,제한없음,제한없음,제한없음,-,해당 없음,전화상담 후 신청서 작성,해당사항 없음,-,해당사항 없음,-,장수군청 주민복지실 여성청소년팀,장수군건강가정·다문화가족지원센터,https://jangsu.familynet.or.kr/center/lay1/bbs/S295T311C312/A/6,https://jangsu.familynet.or.kr/center/lay1/
거제 청년씨앗통장 운영,R2021021803747,청년과 시가 1대1 매칭하여 매월 20만원씩 1년간 지원하여 청년의 자산형성을 지원하는 정책,"주거·금융, 생활비지원 및 금융 혜택",1:1로 매칭하여 매월 20만원씩 1년간 지원청년은 2년 뒤 총 480만원(본인저축액 240만원 + 시지원금 240만원)으로 자립 활용,2021.1.~2021.12.,모집 완료,300명,경남 거제시,34,만 19세 ~ 34세,중위소득 100퍼센트이하 거제청년,제한없음,제한없음,재직자,저소득층,계획 수립 중,가구중위소득 100프로 초과자(공적자료 활용),신청서 접수 > 서류 심사 및 최종선정 > 사업 설명회 > 통장개설 및 적립 시작,개별연락,방문신청,건강보험납입증명서 등,-,거제시청 시정혁신담당관,해당없음,http://www.geojeyouth.com/web/policy-1,https://www.geoje.go.kr/index.geoje
청년희망키움통장,R2021021803734,근로능력 있는 생계수급 청년에게 근로장려금 지원을 통해 자립기반 마련 및 탈빈곤 유도,"주거·금융, 생활비지원 및 금융 혜택","청년: 근로소득장려금 지원(본인소득 대비 일정비율,3년)",2021.01.01.~2021.12.31.,2월~11월(매월),22명,경남 밀양시,39,만 18세 ~ 39세,근로능력 있는 생계수급 청년,고졸미만 고교 재학 고졸 예정 고교 졸업 대졸 예정 대학 졸업 석·박사,제한없음,"제직자, 자영업자",저소득층,-,"생계급여수급자가 아닌자, 청년희망키움통장 및 유사 자산형성사업 수혜자는 재가입 불가",#NAME?,서류심사,http://www.hopegrowing.com/hope01-01.jsp,-,-,밀양시 주민생활지원과,해당없음,http://www.hopegrowing.com/hope01-01.jsp,http://www.hopegrowing.com/index.jsp
청년저축계좌,R2021021803236,일하는 차상위계층 청년이 자립에 필요한 자산을 형성할 수 있도록 재정적으로 지원함으로써 자립역량 도모,"주거·금융, 생활비지원 및 금융 혜택","매월 10만원씩 2년간 360만원 저금시 근로소득장려금 30만원을 지원하여 3년 뒤 1,440만원 저축",2021.01.01.~2021.12.31.,"4회(2월, 5월, 8월, 10월), 해당월 15일이전 신청",671명,경북,39,만 15세 ~ 39세,"소득인정액이 기준중위소득 50퍼센트이하인 교육,주거급여수급자, 차상위계층 청년- 청년 본인의 근로사업소득 발생",제한없음,제한없음,"재직자, 자영업자",제한없음,"교육(총3회) 이수, 국가공인자격증 취득, 사용용도증빙","국가 또는 지자체가 인건비 전액을 직접 지급하는 재정일자리 사업 및 사회적일자리 서비스사업 참여자, 기 지원을 받았거나 복지부 자산형성과 유사한 자산형성지원사업에 참여중인 자취업성공패키지, 청년구직활동지원금 등 정부사업 참여자",주소지 읍면동 및 시군 사회복지부서 신청- (신청) 주소지 읍면동 주민센터 > (확인심사) 시군에서 자격심사 확인 후 결과 통보 > 선정 시 가입자 계좌개설 및 본인 저축,개별 통보,-,"사회복지서비스 및 급여제공(변경)신청서, 저축동의서, 개인정보제공및활용동의서, 금융정보등 제공동의서, 근로활동 및 소득신고서, 관련증빙(재직증명, 재산관련 자료 등)",지원금 받지 못하는 경우1. 통장만기시까지 지급요건 미충족2. (적립중지없이) 연속 6개월 근로사업활동을 하지 않는 경우3. 지급해지시 사용용도 미증빙,시군 사회복지부서,주관기관과 동일,http://www.hopegrowing.com(하나은행 홈페이지),-
신혼부부 주택융자 및 대출이자 지원,R2021031101030,"신혼부부의 주거비 부담 완화로 안정된 주거환경을 조성하여 결혼, 출산 장려","주거·금융, 주거지원",최대 1억 5천만원(보증금의 90프로이내) 전세자금 대출대출이자 1.9프로 지원(2년),2021.01.08.~2021.12.31.,분기별 상이,"1,000세대",부산,999,제한없음,"부산시에 거주하는 혼인예정 3개월~ 혼인 7년 이내 무주택 신혼부부부부합산 소득 연간 8,000만원 이하",제한없음,제한없음,제한없음,제한없음,-,#NAME?,"1. 부산은행 방문, 전화 자격요건 확인2. 임대차계약 체결3. 부산은행 신청서류 접수","자격심사, 선정 후 대출",-,1. 본인 및 배우자 신분증2. 확정일자부 임대차계약서(구임대차계약서-갱신계약 시)3. 계약금(임차보증금 5프로 이상) 영수증 및 은행 입금증4. 대상목적물 건물등기사항전부증명서5. 주민등록등본6. 재직증명서 또는 사업자등록증7. 근로소득원청징수영수증 등 소득증빙서류8. 가족관계증명서9. 혼인관계증명서 또는 혼인예정 증빙10. 비수급자확인서11. 현 거주지 건물등기부등본,-,부산광역시청 여성가족국 출산보육과,-,https://www.busan.go.kr/young/house00,https://www.busan.go.kr/build/index
청년 및 신혼부부 주거자금 대출이자 지원,R2021021803867,청년 및 신혼부부의 가장 큰 부담인 주거자금 대출이자를 지원하여 남해군민 으로의 안정적인 정착 유도,"주거·금융, 주거지원","청년 및 신혼부부 주거자금(전세, 주택구입) 대출 이자 지원",연중,매분기별 지정기간,50세대,경남 남해군,999,제한없음,청년 및 부부 모두 군에 주민등록을 두고 있는 혼일신고일 기준 5년 이내의 신혼부부,제한없음,제한없음,제한없음,제한없음,"주거자금(대출잔액 기준)의 대출이율 1.5퍼센트(최대 1백만원 한도)지원신청일 기준 연 1회 지원, 지원기준 해당 시 최장 3년 간 지원 가능","기초생활수급자,공공임대주택거주자,1가구 다주택 소유자 등","주민등록상 주소지 읍, 면사무소 방문신청",청년혁신과 검토 후 조건부합시 이자지원,-,신청서 및 구비서류(공통),-,남해군청 청년혁신과 남해정착지원팀,주관기과과 동일,https://www.namhae.go.kr/support/Index.do?c=SP0805000000,https://www.namhae.go.kr/
